interventionType,resolution,isReIntervention,timestamp,app,timezone,interventionDuration
breathingExercise,openedApp,False,1752843691.159647,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752853607.156004,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752858844.494288,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752860612.37694,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752860620.326299,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752861062.1554961,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752869039.323391,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752871846.442508,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752872022.334594,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752873259.5375519,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752905189.063266,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752906349.544554,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752908613.6298661,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752909166.6495562,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752909178.902337,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752910891.357942,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752918524.230499,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752924604.044291,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752938261.3095288,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752959461.4589071,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752961946.461481,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752962116.3330588,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752962164.546484,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752962782.413817,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752962826.523865,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752964812.0497742,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752964976.983451,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752965085.717957,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752965225.959052,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752965233.2883,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752987145.076418,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752990108.9609098,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1752990765.739434,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752990958.399821,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752991719.828887,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752995920.2238889,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752996750.18347,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752996860.014229,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1752997051.194942,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753000743.063679,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753002948.789538,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753003198.72289,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753007497.7660332,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753009721.289088,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753011109.955872,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753019600.603137,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753019979.989259,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753020925.522969,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753021297.119575,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753021307.656147,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753021526.079801,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753021646.2458792,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753026142.991642,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753026243.219075,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753026789.6002011,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753029115.3744578,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753029864.409185,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753029929.464746,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753030029.417742,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753030521.406968,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753030558.5609121,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753044694.978702,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753044700.199648,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753046057.8736029,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753074848.961734,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753075614.7598128,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753076433.7946482,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753076665.986908,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753077426.774756,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753078686.9301639,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753078811.007234,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753079905.411715,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753082119.3985581,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753086490.606135,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753093763.5722852,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753093807.979879,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753097537.888,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753106972.506253,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753107266.366528,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753108078.802421,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753113456.683372,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753113571.3316112,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753114182.687344,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753122757.8315969,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753123782.79429,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753126068.1685328,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753127494.845724,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753128257.6961951,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753135691.877554,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753163007.2452989,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753166096.0024319,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753166253.667727,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753173501.370874,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753176629.305717,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753180806.322037,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753181336.9381208,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753184772.24406,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753185465.787477,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753185474.642559,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753187324.417242,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753193195.099074,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753194164.323448,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753199682.25765,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753200252.341364,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753200255.391447,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753200452.6160479,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753209888.515538,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753210167.146863,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753211284.5452008,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753213483.940071,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753214231.5291119,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753219174.7455502,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753219202.230582,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753224206.7897348,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753249321.458591,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753250324.291387,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753253354.810231,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753256784.5712562,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753256831.964931,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753281392.465468,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753282740.495133,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753283374.600872,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753283884.591259,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753284519.391078,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753288077.304017,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753294286.840806,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753299504.308033,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753300314.109696,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753300368.821446,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753338411.288692,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753339088.210609,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753344478.0359812,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753345644.629582,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753346235.25511,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753348189.446188,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753348219.77136,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753369304.381102,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753370565.125319,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753384132.734394,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753384142.574971,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753386243.364089,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753387915.1535978,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753388163.125854,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753390139.737324,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753391137.690436,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753391376.754293,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753434016.416609,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753434566.743814,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753434820.726941,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753435232.708185,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753449694.2570848,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753462577.542192,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753464247.098693,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753465041.332274,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753465066.535367,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753467680.02543,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753507721.721415,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753515704.766224,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753515780.454113,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753516088.6540341,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753516332.226393,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753516342.8922272,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753516599.664106,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753517226.605448,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753534910.147884,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753547699.7538052,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753547791.407083,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753548273.131329,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753560578.928039,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753560642.457385,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753560723.769764,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753561784.695672,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753562387.899034,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753596594.3748322,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753597360.566365,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753598991.0798979,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753599252.536948,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753599692.588657,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753599734.389317,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753600117.5859032,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753605671.848206,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753605929.244156,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753624917.05833,instagram,Europe/Copenhagen,3.0
breathingExercise,dismissedAppOpening,False,1753625489.636087,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753625595.696847,instagram,Europe/Copenhagen,3.0
breathingExercise,openedApp,False,1753634225.4299412,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753634989.247442,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753635239.269641,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753636059.321449,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753636528.4004421,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753642799.1713881,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753650176.1179461,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753650571.43734,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753652503.2721782,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753682532.835561,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753694042.974576,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753694272.2274919,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753694277.386677,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753694280.504688,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753696225.122017,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753696232.9720569,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753696329.525332,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753702226.308538,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753708907.7863278,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753709630.0385308,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753710207.871838,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753714020.669709,instagram,Europe/Berlin,3.0
breathingExercise,dismissedAppOpening,False,1753715730.0658169,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753716521.432922,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753718410.159689,instagram,Europe/Berlin,3.0
breathingExercise,openedApp,False,1753739709.751684,instagram,Europe/Berlin,3.0
