isReIntervention,app,resolution,timezone,interventionDuration,timestamp,timeIntervalUntilReIntervention,purpose,interventionType
False,instagram,openedApp,America/Toronto,1.5,1749165380.327508,60.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749165465.741496,2160.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749165459.276476,,,
False,instagram,closedApp,America/Toronto,,1749166168.2730088,,,
False,instagram,closedApp,America/Toronto,,1749166275.8346648,,,
False,instagram,closedApp,America/Toronto,,1749166493.0682,,,
False,instagram,openedApp,America/Toronto,1.5,1749166843.949387,1140.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749167022.209204,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749186485.0181708,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749186489.380367,1740.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749186688.15428,,,
False,instagram,closedApp,America/Toronto,,1749186991.943372,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749206925.820619,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749206929.109441,1080.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749224847.9500952,1320.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749224952.854494,,,
False,instagram,closedApp,America/Toronto,,1749225711.9395719,,,
False,instagram,closedApp,America/Toronto,,1749226001.92729,,,
False,instagram,closedApp,America/Toronto,,1749226028.7580671,,,
False,instagram,openedApp,America/Toronto,1.5,1749227670.72584,1080.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749228760.967834,,,
False,instagram,openedApp,America/Toronto,1.5,1749228774.719183,480.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749228984.764859,,,
False,instagram,closedApp,America/Toronto,,1749229014.901535,,,
True,instagram,openedApp,America/Toronto,1.5,1749229285.703644,960.0,Entertainment,breathingExercise
False,instagram,closedApp,America/Toronto,,1749229270.775955,,,
False,instagram,closedApp,America/Toronto,,1749230255.12268,,,
False,instagram,openedApp,America/Toronto,1.5,1749235151.083303,2160.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749235175.755501,,,
False,instagram,closedApp,America/Toronto,,1749235608.221911,,,
False,instagram,openedApp,America/Toronto,1.5,1749236055.157302,60.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749236642.464961,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749236856.241411,,,
False,instagram,closedApp,America/Toronto,,1749237797.460573,,,
False,instagram,openedApp,America/Toronto,1.5,1749242352.662946,720.0,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749243704.756324,,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749243709.0885491,,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749242448.9710279,,,
False,instagram,closedApp,America/Toronto,,1749242550.1319919,,,
False,instagram,openedApp,America/Toronto,1.5,1749245428.852119,1260.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749246165.4955258,,,
True,instagram,openedApp,America/Toronto,1.5,1749246726.395883,1260.0,Relax,breathingExercise
False,instagram,closedApp,America/Toronto,,1749246717.570946,,,
False,instagram,closedApp,America/Toronto,,1749247050.0623379,,,
False,instagram,closedApp,America/Toronto,,1749247093.181478,,,
False,instagram,closedApp,America/Toronto,,1749247224.047374,,,
False,instagram,closedApp,America/Toronto,,1749247279.737955,,,
False,instagram,closedApp,America/Toronto,,1749247393.068729,,,
False,instagram,openedApp,America/Toronto,1.5,1749249164.6363401,480.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749249224.595685,,,
False,instagram,closedApp,America/Toronto,,1749249495.2880611,,,
True,instagram,openedApp,America/Toronto,1.5,1749249678.186695,960.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749249666.972896,,,
False,instagram,closedApp,America/Toronto,,1749250061.7406058,,,
False,instagram,closedApp,America/Toronto,,1749250716.337822,,,
False,instagram,openedApp,America/Toronto,1.5,1749250727.404652,1620.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749250767.476187,,,
False,instagram,openedApp,America/Toronto,1.5,1749253858.229094,780.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749254739.346767,,,
False,instagram,closedApp,America/Toronto,,1749255662.9232311,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749258222.233543,,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749258227.217939,,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749260549.957553,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749260556.77773,1440.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749262765.876288,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749261093.912225,,,
False,instagram,closedApp,America/Toronto,,1749261187.794815,,,
False,instagram,closedApp,America/Toronto,,1749261225.320784,,,
False,instagram,closedApp,America/Toronto,,1749263577.733532,,,
True,instagram,openedApp,America/Toronto,1.5,1749264474.809626,1020.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749264469.8046541,,,
False,instagram,closedApp,America/Toronto,,1749264752.8801541,,,
False,instagram,openedApp,America/Toronto,1.5,1749295887.386657,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749297124.409893,,,
False,instagram,closedApp,America/Toronto,,1749297152.933958,,,
False,instagram,closedApp,America/Toronto,,1749297581.369549,,,
False,instagram,openedApp,America/Toronto,1.5,1749297590.082175,1860.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749297655.285444,,,
False,instagram,closedApp,America/Toronto,,1749297731.6265721,,,
False,instagram,openedApp,America/Toronto,1.5,1749299242.725971,1380.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749299278.7939482,,,
False,instagram,closedApp,America/Toronto,,1749299722.460061,,,
False,instagram,closedApp,America/Toronto,,1749300028.4935179,,,
False,instagram,closedApp,America/Toronto,,1749300115.022509,,,
False,instagram,openedApp,America/Toronto,1.5,1749300890.055632,840.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749300929.509793,,,
False,instagram,closedApp,America/Toronto,,1749301126.1511269,,,
False,instagram,closedApp,America/Toronto,,1749301145.0595431,,,
False,instagram,openedApp,America/Toronto,1.5,1749302567.615322,600.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749302624.7865958,,,
False,instagram,openedApp,America/Toronto,1.5,1749304821.944124,1860.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749304897.6896582,,,
False,instagram,closedApp,America/Toronto,,1749305261.218381,,,
False,instagram,closedApp,America/Toronto,,1749305638.376171,,,
False,instagram,openedApp,America/Toronto,1.5,1749306036.781122,840.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749306123.199465,,,
False,instagram,closedApp,America/Toronto,,1749306360.795922,,,
True,instagram,openedApp,America/Toronto,1.5,1749307000.633685,1500.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749306975.794985,,,
False,instagram,closedApp,America/Toronto,,1749307408.347379,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749308329.4898648,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749308336.669344,60.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749313265.029492,960.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749313282.7914839,,,
False,instagram,openedApp,America/Toronto,1.5,1749346097.015043,1020.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749313337.0504,,,
False,instagram,closedApp,America/Toronto,,1749346131.103414,,,
False,instagram,closedApp,America/Toronto,,1749346182.325169,,,
False,instagram,openedApp,America/Toronto,1.5,1749346494.9420872,1140.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749349579.5170588,840.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749350447.241136,2460.0,Post something,breathingExercise
False,instagram,closedApp,America/Toronto,,1749349694.220252,,,
False,instagram,closedApp,America/Toronto,,1749350439.3180199,,,
False,instagram,closedApp,America/Toronto,,1749350600.7374249,,,
False,instagram,closedApp,America/Toronto,,1749351597.915724,,,
False,instagram,closedApp,America/Toronto,,1749352775.059835,,,
False,instagram,closedApp,America/Toronto,,1749352843.901185,,,
False,instagram,closedApp,America/Toronto,,1749352928.549642,,,
False,instagram,closedApp,America/Toronto,,1749353193.659796,,,
True,instagram,openedApp,America/Toronto,1.5,1749353240.207847,1380.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749353230.065892,,,
False,instagram,closedApp,America/Toronto,,1749353354.98052,,,
False,instagram,closedApp,America/Toronto,,1749354642.787521,,,
False,instagram,openedApp,America/Toronto,1.5,1749354657.544586,1500.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749354809.695337,,,
False,instagram,closedApp,America/Toronto,,1749355682.0995178,,,
False,instagram,closedApp,America/Toronto,,1749355951.5444999,,,
False,instagram,openedApp,America/Toronto,1.5,1749356402.374792,240.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749387098.720663,,,
False,instagram,closedApp,America/Toronto,,1749387553.745069,,,
False,instagram,openedApp,America/Toronto,1.5,1749387916.824584,1380.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749389319.60512,540.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749389309.320467,,,
False,instagram,closedApp,America/Toronto,,1749389511.160564,,,
True,instagram,openedApp,America/Toronto,1.5,1749389948.695374,960.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749389941.932856,,,
False,instagram,closedApp,America/Toronto,,1749389985.175317,,,
False,instagram,closedApp,America/Toronto,,1749390521.909752,,,
False,instagram,closedApp,America/Toronto,,1749390544.2565389,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749391708.7276,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749391717.730788,1380.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749391733.0315042,,,
False,instagram,closedApp,America/Toronto,,1749391962.38448,,,
False,instagram,closedApp,America/Toronto,,1749392185.5098271,,,
False,instagram,closedApp,America/Toronto,,1749392365.733948,,,
False,instagram,openedApp,America/Toronto,1.5,1749393205.8419929,1440.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749393248.412356,,,
False,instagram,closedApp,America/Toronto,,1749393395.760126,,,
False,instagram,closedApp,America/Toronto,,1749394455.157812,,,
True,instagram,openedApp,America/Toronto,1.5,1749394813.97872,840.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749394807.530954,,,
False,instagram,closedApp,America/Toronto,,1749395158.524074,,,
False,instagram,closedApp,America/Toronto,,1749395467.376214,,,
False,instagram,closedApp,America/Toronto,,1749395804.08795,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749397106.5284228,,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749397110.1686149,,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749397112.496619,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749397123.6354852,2400.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749397759.930095,900.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749398680.036298,1320.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749398675.1023269,,,
True,instagram,openedApp,America/Toronto,1.5,1749400017.9291248,900.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749400012.658465,,,
False,instagram,closedApp,America/Toronto,,1749400158.714792,,,
False,instagram,closedApp,America/Toronto,,1749400391.965211,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749401891.316399,,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749401895.945925,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749401898.948831,2280.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749402142.960408,,,
False,instagram,openedApp,America/Toronto,1.5,1749403172.4939241,1440.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749403325.289788,,,
False,instagram,openedApp,America/Toronto,1.5,1749403761.185683,60.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749403948.069844,,,
False,instagram,openedApp,America/Toronto,1.5,1749403958.335137,1320.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749403997.894987,,,
False,instagram,closedApp,America/Toronto,,1749404560.4422379,,,
False,instagram,closedApp,America/Toronto,,1749404628.5405688,,,
False,instagram,closedApp,America/Toronto,,1749404705.1581678,,,
False,instagram,closedApp,America/Toronto,,1749404992.370651,,,
False,instagram,openedApp,America/Toronto,1.5,1749405902.784597,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749406418.785581,,,
False,instagram,closedApp,America/Toronto,,1749406637.7844748,,,
False,instagram,closedApp,America/Toronto,,1749407615.286497,,,
False,instagram,openedApp,America/Toronto,1.5,1749407631.716354,1320.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749408095.561975,,,
True,instagram,openedApp,America/Toronto,1.5,1749409055.769796,1260.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749409050.806185,,,
False,instagram,closedApp,America/Toronto,,1749409058.108248,,,
False,instagram,closedApp,America/Toronto,,1749409526.2217178,,,
False,instagram,closedApp,America/Toronto,,1749409571.883095,,,
False,instagram,closedApp,America/Toronto,,1749409956.4035602,,,
False,instagram,closedApp,America/Toronto,,1749410141.4921432,,,
False,instagram,closedApp,America/Toronto,,1749410219.145757,,,
False,instagram,closedApp,America/Toronto,,1749410275.213208,,,
False,instagram,closedApp,America/Toronto,,1749410320.392981,,,
False,instagram,closedApp,America/Toronto,,1749410678.705925,,,
False,instagram,openedApp,America/Toronto,1.5,1749410999.847794,1920.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749411715.361263,,,
False,instagram,openedApp,America/Toronto,1.5,1749412534.736345,60.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749412607.666362,2580.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749412602.534711,,,
False,instagram,closedApp,America/Toronto,,1749413186.306182,,,
False,instagram,openedApp,America/Toronto,1.5,1749415140.452178,1140.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749415214.271124,,,
False,instagram,openedApp,America/Toronto,1.5,1749416616.556263,2700.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749416782.937066,,,
False,instagram,closedApp,America/Toronto,,1749417353.5462909,,,
False,instagram,closedApp,America/Toronto,,1749417425.469298,,,
False,instagram,closedApp,America/Toronto,,1749417649.8569322,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749445584.189897,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749445588.568495,540.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749446142.0554209,,,
False,instagram,openedApp,America/Toronto,1.5,1749446151.680572,900.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749446208.869214,,,
False,instagram,openedApp,America/Toronto,1.5,1749467931.929761,1800.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749468942.236315,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749472180.570076,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749472184.024744,1860.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749476012.3286328,960.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749476042.9241881,,,
False,instagram,closedApp,America/Toronto,,1749479275.1528459,,,
False,instagram,closedApp,America/Toronto,,1749479505.0948071,,,
False,instagram,closedApp,America/Toronto,,1749479907.860477,,,
False,instagram,closedApp,America/Toronto,,1749480084.139103,,,
False,instagram,closedApp,America/Toronto,,1749481077.971634,,,
False,instagram,openedApp,America/Toronto,1.5,1749482444.969314,1020.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749482464.379774,,,
False,instagram,closedApp,America/Toronto,,1749483744.792163,,,
False,instagram,closedApp,America/Toronto,,1749484024.156135,,,
False,instagram,openedApp,America/Toronto,1.5,1749485418.254272,660.0,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749486173.954918,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749486685.351499,1740.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749486983.33391,,,
False,instagram,closedApp,America/Toronto,,1749487370.439962,,,
False,instagram,openedApp,America/Toronto,1.5,1749488289.073604,2400.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749488457.498982,,,
False,instagram,openedApp,America/Toronto,1.5,1749490085.3078341,1020.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749490197.855113,,,
False,instagram,closedApp,America/Toronto,,1749490236.593164,,,
False,instagram,closedApp,America/Toronto,,1749490256.586691,,,
False,instagram,closedApp,America/Toronto,,1749490419.457048,,,
False,instagram,openedApp,America/Toronto,1.5,1749490881.156728,1800.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749491250.388663,,,
False,instagram,closedApp,America/Toronto,,1749491314.890818,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749493585.285188,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749493851.811513,1560.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749494049.121646,,,
False,instagram,openedApp,America/Toronto,1.5,1749495209.1225538,780.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749495862.8211699,,,
True,instagram,openedApp,America/Toronto,1.5,1749496017.037098,1320.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749496008.717547,,,
False,instagram,closedApp,America/Toronto,,1749496368.079519,,,
False,instagram,closedApp,America/Toronto,,1749497215.251806,,,
False,instagram,closedApp,America/Toronto,,1749497428.819494,,,
False,instagram,openedApp,America/Toronto,1.5,1749498264.578192,1500.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749498485.389714,,,
False,instagram,closedApp,America/Toronto,,1749498729.45816,,,
False,instagram,openedApp,America/Toronto,1.5,1749499796.4553552,1020.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749500003.2672129,,,
False,instagram,openedApp,America/Toronto,1.5,1749501051.4564738,1620.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749501220.4956222,,,
False,instagram,closedApp,America/Toronto,,1749501807.367497,,,
False,instagram,closedApp,America/Toronto,,1749501867.4467192,,,
False,instagram,closedApp,America/Toronto,,1749502326.264131,,,
False,instagram,openedApp,America/Toronto,1.5,1749502858.395876,960.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749505284.838482,2640.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749512818.110766,1020.0,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749513993.002668,,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749503292.288041,,,
False,instagram,closedApp,America/Toronto,,1749503377.3163218,,,
False,instagram,closedApp,America/Toronto,,1749503454.331536,,,
False,instagram,closedApp,America/Toronto,,1749504406.1501498,,,
False,instagram,closedApp,America/Toronto,,1749505483.415549,,,
False,instagram,closedApp,America/Toronto,,1749505484.654683,,,
False,instagram,closedApp,America/Toronto,,1749512849.427433,,,
False,instagram,closedApp,America/Toronto,,1749512956.551618,,,
False,instagram,closedApp,America/Toronto,,1749513171.053103,,,
False,instagram,openedApp,America/Toronto,1.5,1749514001.051766,840.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749514860.302236,1020.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749514855.49633,,,
False,instagram,closedApp,America/Toronto,,1749515114.8163009,,,
False,instagram,closedApp,America/Toronto,,1749515441.567919,,,
False,instagram,openedApp,America/Toronto,1.5,1749515952.222225,1740.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749521716.999295,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749516061.563833,,,
False,instagram,closedApp,America/Toronto,,1749516155.053947,,,
False,instagram,closedApp,America/Toronto,,1749516533.380872,,,
False,instagram,closedApp,America/Toronto,,1749516813.447123,,,
False,instagram,closedApp,America/Toronto,,1749521992.3912811,,,
False,instagram,closedApp,America/Toronto,,1749521994.0926142,,,
False,instagram,closedApp,America/Toronto,,1749522283.7544498,,,
False,instagram,closedApp,America/Toronto,,1749522528.076452,,,
False,instagram,closedApp,America/Toronto,,1749523094.101376,,,
False,instagram,closedApp,America/Toronto,,1749523249.2954879,,,
False,instagram,closedApp,America/Toronto,,1749523303.136977,,,
False,instagram,closedApp,America/Toronto,,1749523483.844852,,,
False,instagram,closedApp,America/Toronto,,1749523554.023128,,,
False,instagram,closedApp,America/Toronto,,1749523683.705658,,,
False,instagram,closedApp,America/Toronto,,1749523736.8088012,,,
False,instagram,closedApp,America/Toronto,,1749524063.006856,,,
False,instagram,openedApp,America/Toronto,1.5,1749528249.0819511,1500.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749528417.473763,,,
False,instagram,closedApp,America/Toronto,,1749528578.272241,,,
False,instagram,openedApp,America/Toronto,1.5,1749554156.431378,1320.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749555492.66252,1440.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749555486.206438,,,
False,instagram,closedApp,America/Toronto,,1749555937.967206,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749556510.140944,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749559035.946248,900.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749559066.640449,,,
False,instagram,openedApp,America/Toronto,1.5,1749564983.9454389,2400.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749565053.533865,,,
False,instagram,closedApp,America/Toronto,,1749565608.37667,,,
False,instagram,closedApp,America/Toronto,,1749565718.941375,,,
False,instagram,openedApp,America/Toronto,1.5,1749568713.8215098,960.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749568740.233037,,,
False,instagram,closedApp,America/Toronto,,1749568925.034888,,,
False,instagram,closedApp,America/Toronto,,1749572590.88267,,,
False,instagram,closedApp,America/Toronto,,1749573175.3124099,,,
False,instagram,closedApp,America/Toronto,,1749573367.1705,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749575969.316644,,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749578754.6117811,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749578761.64901,780.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749578957.554285,,,
False,instagram,openedApp,America/Toronto,1.5,1749580281.477068,1020.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749580618.061891,,,
False,instagram,openedApp,America/Toronto,1.5,1749582656.5945659,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749582695.740418,,,
False,instagram,openedApp,America/Toronto,1.5,1749588170.131136,1620.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749588197.811615,,,
False,instagram,openedApp,America/Toronto,1.5,1749588595.166551,1020.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749588618.5571089,,,
False,instagram,openedApp,America/Toronto,1.5,1749590282.020516,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749590355.857407,,,
False,instagram,closedApp,America/Toronto,,1749591649.8080301,,,
False,instagram,closedApp,America/Toronto,,1749591754.2450209,,,
False,instagram,openedApp,America/Toronto,1.5,1749597178.9083838,720.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749597795.688009,1440.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749599640.4996572,1140.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749598588.8445659,,,
False,instagram,closedApp,America/Toronto,,1749598640.8739629,,,
False,instagram,openedApp,America/Toronto,1.5,1749603345.670868,300.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749603425.052877,,,
False,instagram,closedApp,America/Toronto,,1749605312.1923041,,,
False,instagram,closedApp,America/Toronto,,1749605467.016508,,,
True,instagram,openedApp,America/Toronto,1.5,1749605889.135994,1200.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749605880.834168,,,
False,instagram,closedApp,America/Toronto,,1749606368.192419,,,
False,instagram,closedApp,America/Toronto,,1749606635.7292318,,,
False,instagram,openedApp,America/Toronto,1.5,1749632407.3555598,960.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749633385.518921,,,
False,instagram,closedApp,America/Toronto,,1749635215.732273,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749635249.911206,,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749635259.905843,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749635262.691328,1080.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749635414.996546,,,
False,instagram,closedApp,America/Toronto,,1749636357.058663,,,
False,instagram,openedApp,America/Toronto,1.5,1749640336.9741468,660.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749641017.421317,480.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749641009.473853,,,
True,instagram,openedApp,America/Toronto,1.5,1749641517.276865,420.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749641509.3062,,,
False,instagram,closedApp,America/Toronto,,1749641947.5064669,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749642232.858944,,,breathingExercise
False,instagram,openedApp,America/Toronto,1.5,1749642564.083053,900.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749643492.612777,900.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749643487.301,,,
False,instagram,closedApp,America/Toronto,,1749644383.2714949,,,
False,instagram,openedApp,America/Toronto,1.5,1749645631.580318,840.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749645846.146006,,,
False,instagram,openedApp,America/Toronto,1.5,1749660535.117809,1320.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749660693.917975,,,
False,instagram,closedApp,America/Toronto,,1749661407.757751,,,
False,instagram,openedApp,America/Toronto,1.5,1749664162.904969,1140.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749664611.0442638,,,
False,instagram,closedApp,America/Toronto,,1749665037.354035,,,
False,instagram,closedApp,America/Toronto,,1749665041.722877,,,
False,instagram,closedApp,America/Toronto,,1749666789.55896,,,
False,instagram,closedApp,America/Toronto,,1749667537.83318,,,
False,instagram,openedApp,America/Toronto,1.5,1749673765.4594522,1380.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749673934.684363,,,
False,instagram,closedApp,America/Toronto,,1749674417.9787621,,,
False,instagram,openedApp,America/Toronto,1.5,1749680667.8076692,300.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749681127.5665631,1740.0,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749683884.790286,,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749682541.181179,,,
False,instagram,openedApp,America/Toronto,1.5,1749683888.651587,1200.0,,askForTimeLimit
